,input,output,output_length,input_length,percentage_decrease,model_name,time
80,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause has to
be understood and failure
occurrence must be
eliminated. Target is to
bring F1_testf",110,145,0.2413793103448276,0.3_0.8_3_False_True,2.0136148929595947
116,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause
has to be
understood and
failure occurrence
must be eliminated.
Target is",92,145,0.36551724137931035,0.3_0.6_3_False_True,1.4661076068878174
110,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause
has to be
understood and
failure occurrence
must be eliminated.
Target is",92,145,0.36551724137931035,0.3_0.6_4_False_True,1.5428738594055176
98,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause has
to be understood and
failure occurrence must
be eliminated. Target
is to bring F1",104,145,0.2827586206896552,0.3_0.7_3_False_True,1.7991878986358643
56,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root
cause has to be
understood and
failure
occurrence has
to",69,145,0.5241379310344828,0.3_0.5_4_True_True,1.2665865421295166
8,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause has to
be understood and failure
occurrence must be
eliminated. Target is to
bring F1_testf",110,145,0.2413793103448276,0.3_0.8_4_True_True,2.0525107383728027
62,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root
cause has to be
understood and
failure
occurrence has
to",69,145,0.5241379310344828,0.3_0.5_3_True_True,1.240682601928711
140,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root
cause has to be
understood and
failure
occurrence has
to",69,145,0.5241379310344828,0.3_0.5_3_False_True,1.2416777610778809
68,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root
cause has to be
understood and
failure
occurrence has
to",69,145,0.5241379310344828,0.3_0.5_2_True_True,1.1898176670074463
32,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause has
to be understood and
failure occurrence has
to been eliminated.
Target is to bring F",107,145,0.2620689655172414,0.3_0.7_2_True_True,1.7124500274658203
146,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root
cause has to be
understood and
failure
occurrence has
to",69,145,0.5241379310344828,0.3_0.5_2_False_True,1.2366933822631836
2,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause has to
be understood and failure
occurrence must be
eliminated. Target is to
bring F1_testf",110,145,0.2413793103448276,0.3_0.8_3_True_True,2.0804362297058105
38,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause
has to be
understood and
failure occurrence
must be eliminated.
Target is",92,145,0.36551724137931035,0.3_0.6_4_True_True,1.4830336570739746
134,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root
cause has to be
understood and
failure
occurrence has
to",69,145,0.5241379310344828,0.3_0.5_4_False_True,1.264617919921875
26,Failure root cause has to be understood and failure occurrence has to be eliminated. Target is to bring F1_testfails to zero % at customer plants,"Failure root cause has
to be understood and
failure occurrence must
be eliminated. Target
is to bring F1",104,145,0.2827586206896552,0.3_0.7_3_True_True,1.7792415618896484
97,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test can be
repeated without the failure. BMW decided to
send the cars out. Just one system affected
were the second test was",197,281,0.298932384341637,0.3_0.7_3_False_True,3.5126054286956787
49,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test
can be repeated without the failure.
BMW decided to send the cars out. Just
one system",163,281,0.4199288256227758,0.3_0.6_2_True_True,3.0348429679870605
91,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test can be
repeated without the failure. BMW decided to
send the cars out. Just one system affected
were the second test was",197,281,0.298932384341637,0.3_0.7_4_False_True,3.7778918743133545
85,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are infected.
After some minutes the test can be repeated without
the failure. BMW decided to send the cars out. Just
one system affected were the second test was also
not ok. this system will",227,281,0.19217081850533807,0.3_0.8_2_False_True,3.9055838584899902
79,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are infected.
After some minutes the test can be repeated without
the failure. BMW decided to send the cars out. Just
one system affected were the second test was also
not ok. this system will",227,281,0.19217081850533807,0.3_0.8_3_False_True,4.045180559158325
55,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR
systems) are infected. After
some minutes the test can be
repeated without the failure.
BMW decided to send the",137,281,0.5124555160142349,0.3_0.5_4_True_True,2.6170313358306885
73,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are infected.
After some minutes the test can be repeated without
the failure. BMW decided to send the cars out. Just
one system affected were the second test was also
not ok. this system will",227,281,0.19217081850533807,0.3_0.8_4_False_True,4.195777893066406
67,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR
systems) are infected. After
some minutes the test can be
repeated without the failure.
BMW decided to send the",137,281,0.5124555160142349,0.3_0.5_2_True_True,2.4684133529663086
61,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR
systems) are infected. After
some minutes the test can be
repeated without the failure.
BMW decided to send the",137,281,0.5124555160142349,0.3_0.5_3_True_True,2.5691275596618652
43,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test
can be repeated without the failure.
BMW decided to send the cars out. Just
one system",163,281,0.4199288256227758,0.3_0.6_3_True_True,3.022914171218872
37,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test
can be repeated without the failure.
BMW decided to send the cars out.",147,281,0.47686832740213525,0.3_0.6_4_True_True,2.8513736724853516
31,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test can be
repeated without the failure. BMW decided to
send the cars out. Just one system affected
were the second test was",197,281,0.298932384341637,0.3_0.7_2_True_True,3.3759706020355225
103,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test can be
repeated without the failure. BMW decided to
send the cars out. Just one system affected
were the second test was",197,281,0.298932384341637,0.3_0.7_2_False_True,3.389932870864868
127,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are infected.
After some minutes the test can be repeated without
the failure. BMW decided to send the cars out. Just
one system affected were the second test was also
not ok. this system will",227,281,0.19217081850533807,0.3_0.8_4_False_True,4.199768781661987
139,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR
systems) are infected. After
some minutes the test can be
repeated without the failure.
BMW decided to send the",137,281,0.5124555160142349,0.3_0.5_3_False_True,2.5581579208374023
19,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test can be
repeated without the failure. BMW decided to
send the cars out.",147,281,0.47686832740213525,0.3_0.7_4_True_True,2.827436685562134
7,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are infected.
After some minutes the test can be repeated without
the failure. BMW decided to send the cars out.",147,281,0.47686832740213525,0.3_0.8_4_True_True,2.849379062652588
13,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are infected.
After some minutes the test can be repeated without
the failure. Just one system affected were the
second test was also not ok. this system will be
send to RGB.",209,281,0.25622775800711745,0.3_0.8_2_True_True,3.670156955718994
121,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test
can be repeated without the failure.
BMW decided to send the cars out. Just
one system",163,281,0.4199288256227758,0.3_0.6_2_False_True,2.9172258377075195
115,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test
can be repeated without the failure.
BMW decided to send the cars out. Just
one system",163,281,0.4199288256227758,0.3_0.6_3_False_True,3.0279033184051514
145,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR
systems) are infected. After
some minutes the test can be
repeated without the failure.
BMW decided to send the",137,281,0.5124555160142349,0.3_0.5_2_False_True,2.6618800163269043
109,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test
can be repeated without the failure.
BMW decided to send the cars out. Just
one system",163,281,0.4199288256227758,0.3_0.6_4_False_True,3.2882065773010254
1,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are infected.
After some minutes the test can be repeated without
the failure. BMW decided to send the cars out.",147,281,0.47686832740213525,0.3_0.8_3_True_True,3.142594814300537
25,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR systems) are
infected. After some minutes the test can be
repeated without the failure. BMW decided to
send the cars out.",147,281,0.47686832740213525,0.3_0.7_3_True_True,3.195417881011963
133,"All BMW plants (using SCR systems) are infected, also all variants (using SCR system). After some minutes the test can be repeated without the failure. BMW decided to send the cars out. Just one system affected were the second test was also not ok. this system will be send to RGB.","All BMW plants (using SCR
systems) are infected. After
some minutes the test can be
repeated without the failure.
BMW decided to send the",137,281,0.5124555160142349,0.3_0.5_4_False_True,2.6090221405029297
72,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant Dingolfing
(Hr. Habold MUC). There's no specific OBD failure code. The
failure appears after first SCR system initiation (F1_Test).
Failed at test step: System leak test. Service 31",233,300,0.22333333333333333,0.3_0.8_4_False_True,5.6139843463897705
144,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018
(19.07.) @plant Dingolfing (Hr. Habold
MUC). There's no specific OBD failure
code. The failure",130,300,0.5666666666666667,0.3_0.5_2_False_True,3.4776976108551025
138,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018
(19.07.) @plant Dingolfing (Hr. Habold
MUC). There's no specific OBD failure
code. The failure",130,300,0.5666666666666667,0.3_0.5_3_False_True,3.273244619369507
78,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant Dingolfing
(Hr. Habold MUC). There's no specific OBD failure code. The
failure appears after first SCR system initiation (F1_Test).
Failed at test step: System leak test. Service 31",233,300,0.22333333333333333,0.3_0.8_3_False_True,5.2479612827301025
132,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018
(19.07.) @plant Dingolfing (Hr. Habold
MUC). There's no specific OBD failure
code. The failure",130,300,0.5666666666666667,0.3_0.5_4_False_True,3.3939218521118164
102,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant
Dingolfing (Hr. Habold MUC). There's no specific OBD
failure code. The failure appears after first SCR system
initiation (F1_Test). Failed at test",198,300,0.34,0.3_0.7_2_False_True,4.422171115875244
126,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant Dingolfing
(Hr. Habold MUC). There's no specific OBD failure code. The
failure appears after first SCR system initiation (F1_Test).
Failed at test step: System leak test. Service 31",233,300,0.22333333333333333,0.3_0.8_4_False_True,5.456405878067017
90,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant
Dingolfing (Hr. Habold MUC). There's no specific OBD
failure code. The failure appears after first SCR system
initiation (F1_Test). Failed at test",198,300,0.34,0.3_0.7_4_False_True,4.739322662353516
120,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.)
@plant Dingolfing (Hr. Habold MUC). There's no
specific OBD failure code. The failure appears
after first SCR system initiation (",174,300,0.42,0.3_0.6_2_False_True,3.8207814693450928
96,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant
Dingolfing (Hr. Habold MUC). There's no specific OBD
failure code. The failure appears after first SCR system
initiation (F1_Test). Failed at test",198,300,0.34,0.3_0.7_3_False_True,4.59667706489563
114,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.)
@plant Dingolfing (Hr. Habold MUC). There's no
specific OBD failure code. The failure appears
after first SCR system initiation (",174,300,0.42,0.3_0.6_3_False_True,3.9245028495788574
108,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.)
@plant Dingolfing (Hr. Habold MUC). There's no
specific OBD failure code. The failure appears
after first SCR system initiation (",174,300,0.42,0.3_0.6_4_False_True,4.307477951049805
84,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant Dingolfing
(Hr. Habold MUC). There's no specific OBD failure code. The
failure appears after first SCR system initiation (F1_Test).
Failed at test step: System leak test. Service 31",233,300,0.22333333333333333,0.3_0.8_2_False_True,5.0325400829315186
66,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018
(19.07.) @plant Dingolfing (Hr. Habold
MUC). There's no specific OBD failure
code. The failure",130,300,0.5666666666666667,0.3_0.5_2_True_True,3.201434373855591
0,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant Dingolfing
(Hr. Habold MUC). There's no specific OBD failure code. The
failure appears after first SCR system initiation (F1_Test).
Failed at test step: System leak test. Service 31",233,300,0.22333333333333333,0.3_0.8_3_True_True,5.392576694488525
30,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant
Dingolfing (Hr. Habold MUC). There's no specific OBD
failure code. The failure appears after first SCR system
initiation (F1_Test). Failed at test",198,300,0.34,0.3_0.7_2_True_True,4.39225172996521
48,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.)
@plant Dingolfing (Hr. Habold MUC). There's no
specific OBD failure code. The failure appears
after first SCR system initiation (",174,300,0.42,0.3_0.6_2_True_True,3.884608745574951
60,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018
(19.07.) @plant Dingolfing (Hr. Habold
MUC). There's no specific OBD failure
code. The failure",130,300,0.5666666666666667,0.3_0.5_3_True_True,3.278230905532837
12,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant Dingolfing
(Hr. Habold MUC). There's no specific OBD failure code. The
failure appears after first SCR system initiation (F1_Test).
Failed at test step: System leak test. Service 31",233,300,0.22333333333333333,0.3_0.8_2_True_True,4.9936583042144775
18,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant
Dingolfing (Hr. Habold MUC). There's no specific OBD
failure code. The failure appears after first SCR system
initiation (F1_Test). Failed at test",198,300,0.34,0.3_0.7_4_True_True,4.754284381866455
24,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant
Dingolfing (Hr. Habold MUC). There's no specific OBD
failure code. The failure appears after first SCR system
initiation (F1_Test). Failed at test",198,300,0.34,0.3_0.7_3_True_True,4.562829494476318
36,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.)
@plant Dingolfing (Hr. Habold MUC). There's no
specific OBD failure code. The failure appears
after first SCR system initiation (",174,300,0.42,0.3_0.6_4_True_True,4.062132835388184
6,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.) @plant Dingolfing
(Hr. Habold MUC). There's no specific OBD failure code. The
failure appears after first SCR system initiation (F1_Test).
Failed at test step: System leak test. Service 31",233,300,0.22333333333333333,0.3_0.8_4_True_True,5.537187337875366
42,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018 (19.07.)
@plant Dingolfing (Hr. Habold MUC). There's no
specific OBD failure code. The failure appears
after first SCR system initiation (",174,300,0.42,0.3_0.6_3_True_True,3.935474157333374
54,BMW complained first issues 07/2018 (19.07.) @plant Dingolfing (Hr. Habold MUC). There're no specific OBD failure code. The failure appears after first SCR system initiation (F1_Test). Failed at test step: System leak test. Service 31 ID 0x301 Detailed failure description see attachment (EINFÜGEN!).,"BMW complained first issues 07/2018
(19.07.) @plant Dingolfing (Hr. Habold
MUC). There's no specific OBD failure
code. The failure",130,300,0.5666666666666667,0.3_0.5_4_True_True,3.461740255355835
46,"Alignment with customer is to increase the current test pressure of 5.5bar to 6.5bar (Daimler Setup). Software validation performed and passed. Calibration data was sent 20thof November. BMW internal tests ongoing. Software is planned to be implemented with next I-Step 1430 (active: 07/2019, data freeze: 28.11.2018).","Software validation performed and passed.
Calibration data was sent 20thof November. BMW
internal tests ongoing. Software is planned to
be implemented with next I-Step 1430.",173,318,0.4559748427672956,0.3_0.6_3_True_True,3.6243085861206055
94,"Alignment with customer is to increase the current test pressure of 5.5bar to 6.5bar (Daimler Setup). Software validation performed and passed. Calibration data was sent 20thof November. BMW internal tests ongoing. Software is planned to be implemented with next I-Step 1430 (active: 07/2019, data freeze: 28.11.2018).","Software validation performed and passed. Calibration
data was sent 20thof November. BMW internal tests
ongoing. Software is planned to be implemented with next
I-Step 1430 (active: 07/2019, data freeze: 28.11.2018).",216,318,0.32075471698113206,0.3_0.7_4_False_True,4.593714237213135
